pin,slack
COREABC_0/STKPTR_RNIMPPA[3]:Y,16822
COREABC_0/ACCUM_NEXT_6_ns_1[7]:A,16052
COREABC_0/ACCUM_NEXT_6_ns_1[7]:B,15824
COREABC_0/ACCUM_NEXT_6_ns_1[7]:C,15726
COREABC_0/ACCUM_NEXT_6_ns_1[7]:D,13253
COREABC_0/ACCUM_NEXT_6_ns_1[7]:Y,13253
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_1:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_1:IPC,
COREABC_0/PWDATA_M[5]:A,17460
COREABC_0/PWDATA_M[5]:B,17366
COREABC_0/PWDATA_M[5]:C,17087
COREABC_0/PWDATA_M[5]:D,16892
COREABC_0/PWDATA_M[5]:Y,16892
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[0]:A,17390
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[0]:B,16186
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[0]:C,16076
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[0]:D,13425
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[0]:Y,13425
COREABC_0/RSTSYNC1:ADn,
COREABC_0/RSTSYNC1:ALn,
COREABC_0/RSTSYNC1:CLK,18487
COREABC_0/RSTSYNC1:D,
COREABC_0/RSTSYNC1:EN,
COREABC_0/RSTSYNC1:LAT,
COREABC_0/RSTSYNC1:Q,18487
COREABC_0/RSTSYNC1:SD,
COREABC_0/RSTSYNC1:SLn,
CoreUARTapb_0/uUART/make_RX/samples_RNIC95C[0]:A,15009
CoreUARTapb_0/uUART/make_RX/samples_RNIC95C[0]:B,14910
CoreUARTapb_0/uUART/make_RX/samples_RNIC95C[0]:C,14857
CoreUARTapb_0/uUART/make_RX/samples_RNIC95C[0]:D,13425
CoreUARTapb_0/uUART/make_RX/samples_RNIC95C[0]:Y,13425
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr:A,15306
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr:B,13829
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr:C,13776
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr:D,13586
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr:Y,13586
CoreUARTapb_0/uUART/make_RX/samples[0]:ADn,
CoreUARTapb_0/uUART/make_RX/samples[0]:ALn,16293
CoreUARTapb_0/uUART/make_RX/samples[0]:CLK,13384
CoreUARTapb_0/uUART/make_RX/samples[0]:D,18471
CoreUARTapb_0/uUART/make_RX/samples[0]:EN,18219
CoreUARTapb_0/uUART/make_RX/samples[0]:LAT,
CoreUARTapb_0/uUART/make_RX/samples[0]:Q,13384
CoreUARTapb_0/uUART/make_RX/samples[0]:SD,
CoreUARTapb_0/uUART/make_RX/samples[0]:SLn,
CoreUARTapb_0/uUART/tx_hold_reg[0]:ADn,
CoreUARTapb_0/uUART/tx_hold_reg[0]:ALn,16293
CoreUARTapb_0/uUART/tx_hold_reg[0]:CLK,18487
CoreUARTapb_0/uUART/tx_hold_reg[0]:D,17102
CoreUARTapb_0/uUART/tx_hold_reg[0]:EN,15926
CoreUARTapb_0/uUART/tx_hold_reg[0]:LAT,
CoreUARTapb_0/uUART/tx_hold_reg[0]:Q,18487
CoreUARTapb_0/uUART/tx_hold_reg[0]:SD,
CoreUARTapb_0/uUART/tx_hold_reg[0]:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_4:A,
FCCC_0/CCC_INST/IP_INTERFACE_4:B,
FCCC_0/CCC_INST/IP_INTERFACE_4:C,
FCCC_0/CCC_INST/IP_INTERFACE_4:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_4:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_21:B,
COREABC_0/STBACCUM_3_sqmuxa_0_a3:A,16068
COREABC_0/STBACCUM_3_sqmuxa_0_a3:B,15866
COREABC_0/STBACCUM_3_sqmuxa_0_a3:C,15895
COREABC_0/STBACCUM_3_sqmuxa_0_a3:D,15668
COREABC_0/STBACCUM_3_sqmuxa_0_a3:Y,15668
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[0]:A,17406
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[0]:B,17382
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[0]:Y,17382
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:CLK,17199
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:D,15004
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:EN,
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:LAT,
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:Q,17199
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:SD,
CoreUARTapb_0/uUART/make_TX/xmit_state[5]:SLn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:B,14402
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:C,17133
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:CC,14773
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:P,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:S,14402
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIAUST4[3]:UB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_25:CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_25:IPCLKn,
FCCC_0/CCC_INST/IP_INTERFACE_7:A,
FCCC_0/CCC_INST/IP_INTERFACE_7:B,
FCCC_0/CCC_INST/IP_INTERFACE_7:C,
FCCC_0/CCC_INST/IP_INTERFACE_7:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_7:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_3:EN,
COREABC_0/PWDATA_M[6]:A,17291
COREABC_0/PWDATA_M[6]:B,17366
COREABC_0/PWDATA_M[6]:C,17095
COREABC_0/PWDATA_M[6]:Y,17095
COREABC_0/ACCUMULATOR[6]:ADn,
COREABC_0/ACCUMULATOR[6]:ALn,16293
COREABC_0/ACCUMULATOR[6]:CLK,14325
COREABC_0/ACCUMULATOR[6]:D,13359
COREABC_0/ACCUMULATOR[6]:EN,15890
COREABC_0/ACCUMULATOR[6]:LAT,
COREABC_0/ACCUMULATOR[6]:Q,14325
COREABC_0/ACCUMULATOR[6]:SD,
COREABC_0/ACCUMULATOR[6]:SLn,
CoreUARTapb_0/uUART/tx_hold_reg[5]:ADn,
CoreUARTapb_0/uUART/tx_hold_reg[5]:ALn,16293
CoreUARTapb_0/uUART/tx_hold_reg[5]:CLK,18487
CoreUARTapb_0/uUART/tx_hold_reg[5]:D,16892
CoreUARTapb_0/uUART/tx_hold_reg[5]:EN,15926
CoreUARTapb_0/uUART/tx_hold_reg[5]:LAT,
CoreUARTapb_0/uUART/tx_hold_reg[5]:Q,18487
CoreUARTapb_0/uUART/tx_hold_reg[5]:SD,
CoreUARTapb_0/uUART/tx_hold_reg[5]:SLn,
COREABC_0/un5_ramwdata_cry_4:A,
COREABC_0/un5_ramwdata_cry_4:B,15853
COREABC_0/un5_ramwdata_cry_4:C,
COREABC_0/un5_ramwdata_cry_4:CC,15030
COREABC_0/un5_ramwdata_cry_4:D,
COREABC_0/un5_ramwdata_cry_4:P,
COREABC_0/un5_ramwdata_cry_4:S,15030
COREABC_0/un5_ramwdata_cry_4:UB,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:B,13776
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:C,16554
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:CC,13740
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:P,13776
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:S,13740
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI24NU6[8]:UB,
CoreUARTapb_0/uUART/tx_hold_reg[7]:ADn,
CoreUARTapb_0/uUART/tx_hold_reg[7]:ALn,16293
CoreUARTapb_0/uUART/tx_hold_reg[7]:CLK,18487
CoreUARTapb_0/uUART/tx_hold_reg[7]:D,17095
CoreUARTapb_0/uUART/tx_hold_reg[7]:EN,15926
CoreUARTapb_0/uUART/tx_hold_reg[7]:LAT,
CoreUARTapb_0/uUART/tx_hold_reg[7]:Q,18487
CoreUARTapb_0/uUART/tx_hold_reg[7]:SD,
CoreUARTapb_0/uUART/tx_hold_reg[7]:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_13:A,
FCCC_0/CCC_INST/IP_INTERFACE_13:B,
FCCC_0/CCC_INST/IP_INTERFACE_13:C,
FCCC_0/CCC_INST/IP_INTERFACE_13:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_13:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_2:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_2:IPC,
COREABC_0/RSTSYNC2:ADn,
COREABC_0/RSTSYNC2:ALn,
COREABC_0/RSTSYNC2:CLK,
COREABC_0/RSTSYNC2:D,18487
COREABC_0/RSTSYNC2:EN,
COREABC_0/RSTSYNC2:LAT,
COREABC_0/RSTSYNC2:Q,
COREABC_0/RSTSYNC2:SD,
COREABC_0/RSTSYNC2:SLn,
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:CLK,18487
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:D,16225
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:EN,15657
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:Q,18487
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:SD,
CoreUARTapb_0/uUART/make_RX/rx_shift[0]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[1]:A,16225
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[1]:B,17374
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[1]:Y,16225
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:CLK,17374
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:D,16225
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:EN,15657
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:Q,17374
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:SD,
CoreUARTapb_0/uUART/make_RX/rx_shift[6]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[2]:A,17405
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[2]:B,16233
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[2]:C,15935
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[2]:D,14731
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[2]:Y,14731
CoreUARTapb_0/uUART/make_RX/receive_count[3]:ADn,
CoreUARTapb_0/uUART/make_RX/receive_count[3]:ALn,16293
CoreUARTapb_0/uUART/make_RX/receive_count[3]:CLK,14873
CoreUARTapb_0/uUART/make_RX/receive_count[3]:D,14657
CoreUARTapb_0/uUART/make_RX/receive_count[3]:EN,18219
CoreUARTapb_0/uUART/make_RX/receive_count[3]:LAT,
CoreUARTapb_0/uUART/make_RX/receive_count[3]:Q,14873
CoreUARTapb_0/uUART/make_RX/receive_count[3]:SD,
CoreUARTapb_0/uUART/make_RX/receive_count[3]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[3]:A,13970
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[3]:B,17354
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[3]:C,15935
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[3]:Y,13970
CoreUARTapb_0/uUART/make_RX/receive_full_int_RNO_0:A,17204
CoreUARTapb_0/uUART/make_RX/receive_full_int_RNO_0:B,16134
CoreUARTapb_0/uUART/make_RX/receive_full_int_RNO_0:C,15799
CoreUARTapb_0/uUART/make_RX/receive_full_int_RNO_0:D,14486
CoreUARTapb_0/uUART/make_RX/receive_full_int_RNO_0:Y,14486
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_31:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_31:IPENn,
FCCC_0/CCC_INST/IP_INTERFACE_3:A,
FCCC_0/CCC_INST/IP_INTERFACE_3:B,
FCCC_0/CCC_INST/IP_INTERFACE_3:C,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPC,
COREABC_0/SMADDR[7]:ADn,
COREABC_0/SMADDR[7]:ALn,16293
COREABC_0/SMADDR[7]:CLK,15062
COREABC_0/SMADDR[7]:D,14970
COREABC_0/SMADDR[7]:EN,15691
COREABC_0/SMADDR[7]:LAT,
COREABC_0/SMADDR[7]:Q,15062
COREABC_0/SMADDR[7]:SD,
COREABC_0/SMADDR[7]:SLn,
OSC_0/I_RCOSC_25_50MHZ/U0:CLKOUT,
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_2:A,14035
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_2:B,16244
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_2:C,13990
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_2:Y,13990
CoreUARTapb_0/uUART/make_RX/samples[1]:ADn,
CoreUARTapb_0/uUART/make_RX/samples[1]:ALn,16293
CoreUARTapb_0/uUART/make_RX/samples[1]:CLK,13467
CoreUARTapb_0/uUART/make_RX/samples[1]:D,18471
CoreUARTapb_0/uUART/make_RX/samples[1]:EN,18219
CoreUARTapb_0/uUART/make_RX/samples[1]:LAT,
CoreUARTapb_0/uUART/make_RX/samples[1]:Q,13467
CoreUARTapb_0/uUART/make_RX/samples[1]:SD,
CoreUARTapb_0/uUART/make_RX/samples[1]:SLn,
CoreUARTapb_0/uUART/make_TX/txrdy_int:ADn,
CoreUARTapb_0/uUART/make_TX/txrdy_int:ALn,16293
CoreUARTapb_0/uUART/make_TX/txrdy_int:CLK,13592
CoreUARTapb_0/uUART/make_TX/txrdy_int:D,14989
CoreUARTapb_0/uUART/make_TX/txrdy_int:EN,14911
CoreUARTapb_0/uUART/make_TX/txrdy_int:LAT,
CoreUARTapb_0/uUART/make_TX/txrdy_int:Q,13592
CoreUARTapb_0/uUART/make_TX/txrdy_int:SD,
CoreUARTapb_0/uUART/make_TX/txrdy_int:SLn,
COREABC_0/DOJMP_RNO:A,17374
COREABC_0/DOJMP_RNO:Y,17374
COREABC_0/UROM_UROM/INS_i_a2_i_a2[3]:A,17374
COREABC_0/UROM_UROM/INS_i_a2_i_a2[3]:B,17331
COREABC_0/UROM_UROM/INS_i_a2_i_a2[3]:C,15068
COREABC_0/UROM_UROM/INS_i_a2_i_a2[3]:D,17037
COREABC_0/UROM_UROM/INS_i_a2_i_a2[3]:Y,15068
FCCC_0/CCC_INST/IP_INTERFACE_16:A,
FCCC_0/CCC_INST/IP_INTERFACE_16:B,
FCCC_0/CCC_INST/IP_INTERFACE_16:C,
FCCC_0/CCC_INST/IP_INTERFACE_16:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_16:IPC,
CoreUARTapb_0/iPRDATA[6]:ADn,
CoreUARTapb_0/iPRDATA[6]:ALn,16293
CoreUARTapb_0/iPRDATA[6]:CLK,17484
CoreUARTapb_0/iPRDATA[6]:D,17382
CoreUARTapb_0/iPRDATA[6]:EN,15890
CoreUARTapb_0/iPRDATA[6]:LAT,
CoreUARTapb_0/iPRDATA[6]:Q,17484
CoreUARTapb_0/iPRDATA[6]:SD,
CoreUARTapb_0/iPRDATA[6]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[3]:A,16225
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[3]:B,17374
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[3]:Y,16225
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_1:A,15042
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_1:B,13609
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_1:C,16059
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_1:D,15831
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_1:Y,13609
COREABC_0/ACCUM_NEXT_5_ns_1[5]:A,15029
COREABC_0/ACCUM_NEXT_5_ns_1[5]:B,14946
COREABC_0/ACCUM_NEXT_5_ns_1[5]:C,14716
COREABC_0/ACCUM_NEXT_5_ns_1[5]:D,14506
COREABC_0/ACCUM_NEXT_5_ns_1[5]:Y,14506
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:CLK,17354
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:D,16102
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:Q,17354
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/xmit_cntr[2]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:CLK,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:D,18487
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:EN,14640
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:Q,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:SD,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[0]:SLn,
COREABC_0/SMADDR_12_iv_170:A,17329
COREABC_0/SMADDR_12_iv_170:B,17308
COREABC_0/SMADDR_12_iv_170:C,16073
COREABC_0/SMADDR_12_iv_170:D,15110
COREABC_0/SMADDR_12_iv_170:Y,15110
COREABC_0/SMADDR[6]:ADn,
COREABC_0/SMADDR[6]:ALn,16293
COREABC_0/SMADDR[6]:CLK,14049
COREABC_0/SMADDR[6]:D,15078
COREABC_0/SMADDR[6]:EN,15691
COREABC_0/SMADDR[6]:LAT,
COREABC_0/SMADDR[6]:Q,14049
COREABC_0/SMADDR[6]:SD,
COREABC_0/SMADDR[6]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:CLK,13827
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:D,13970
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:EN,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:Q,13827
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:SD,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[3]:SLn,
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[5]:A,17406
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[5]:B,17382
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[5]:Y,17382
flash_freeze_inst/INST_FLASH_FREEZE_IP:FF_TO_START,
CoreUARTapb_0/iPRDATA[4]:ADn,
CoreUARTapb_0/iPRDATA[4]:ALn,16293
CoreUARTapb_0/iPRDATA[4]:CLK,17484
CoreUARTapb_0/iPRDATA[4]:D,17382
CoreUARTapb_0/iPRDATA[4]:EN,15890
CoreUARTapb_0/iPRDATA[4]:LAT,
CoreUARTapb_0/iPRDATA[4]:Q,17484
CoreUARTapb_0/iPRDATA[4]:SD,
CoreUARTapb_0/iPRDATA[4]:SLn,
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[2]:A,17406
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[2]:B,17382
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[2]:Y,17382
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_15:EN,
FCCC_0/CCC_INST/IP_INTERFACE_11:A,
FCCC_0/CCC_INST/IP_INTERFACE_11:B,
FCCC_0/CCC_INST/IP_INTERFACE_11:C,
FCCC_0/CCC_INST/IP_INTERFACE_11:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_11:IPB,
CoreUARTapb_0/iPRDATA[3]:ADn,
CoreUARTapb_0/iPRDATA[3]:ALn,16293
CoreUARTapb_0/iPRDATA[3]:CLK,17484
CoreUARTapb_0/iPRDATA[3]:D,17382
CoreUARTapb_0/iPRDATA[3]:EN,15890
CoreUARTapb_0/iPRDATA[3]:LAT,
CoreUARTapb_0/iPRDATA[3]:Q,17484
CoreUARTapb_0/iPRDATA[3]:SD,
CoreUARTapb_0/iPRDATA[3]:SLn,
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[7]:A,17406
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[7]:B,17382
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[7]:Y,17382
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:CLK,13586
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:D,15249
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:Q,13586
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[0]:SLn,
COREABC_0/UROM_UROM/INS_i_a2_i_a2[1]:A,16343
COREABC_0/UROM_UROM/INS_i_a2_i_a2[1]:B,16304
COREABC_0/UROM_UROM/INS_i_a2_i_a2[1]:C,14049
COREABC_0/UROM_UROM/INS_i_a2_i_a2[1]:Y,14049
CoreUARTapb_0/uUART/un1_temp_xhdl10:A,15791
CoreUARTapb_0/uUART/un1_temp_xhdl10:B,14486
CoreUARTapb_0/uUART/un1_temp_xhdl10:C,15701
CoreUARTapb_0/uUART/un1_temp_xhdl10:D,15480
CoreUARTapb_0/uUART/un1_temp_xhdl10:Y,14486
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:CLK,13957
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:D,13729
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:Q,13957
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[11]:SLn,
COREABC_0/ACCUM_NEXT_6_ns[1]:A,17484
COREABC_0/ACCUM_NEXT_6_ns[1]:B,17281
COREABC_0/ACCUM_NEXT_6_ns[1]:C,17125
COREABC_0/ACCUM_NEXT_6_ns[1]:D,13834
COREABC_0/ACCUM_NEXT_6_ns[1]:Y,13834
FCCC_0/CCC_INST/INST_CCC_IP:CLK0,
FCCC_0/CCC_INST/INST_CCC_IP:CLK0_PAD,
FCCC_0/CCC_INST/INST_CCC_IP:CLK1,
FCCC_0/CCC_INST/INST_CCC_IP:CLK1_PAD,
FCCC_0/CCC_INST/INST_CCC_IP:CLK2,
FCCC_0/CCC_INST/INST_CCC_IP:CLK2_PAD,
FCCC_0/CCC_INST/INST_CCC_IP:CLK3,
FCCC_0/CCC_INST/INST_CCC_IP:CLK3_PAD,
FCCC_0/CCC_INST/INST_CCC_IP:GL0,
FCCC_0/CCC_INST/INST_CCC_IP:GPD0_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:GPD1_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:GPD2_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:GPD3_ARST_N,
